1001498534041047046	l10020	@EdKrassen @ABC These are some of Roseanne's sponsors. Let them know how you feel about them supporting her show and her racism. @Subway @Outback @Pepsi @AshleyFurniture @Pfizer � #Lyrica #Haribo @Samsung @Microsoft @mitsucars @QuickBooks @Verizon @Coke @JCPenney
1001627538005942273	l10021	I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
1001682436412071936	l10022	@PosadistAktion haha you know how it be when i take my blood thinners and crestor ;) xoxo
1001710128842919941	l10023	Since Roseanne is blaming her racism on drugs, what drug was she on when she called Susan Rice an ape back in 2013? Oxycontin?
1001799624443678720	l10024	@PaulHumpa @SatchinPanda How is efficacy measured for Crestor? Lowered cholesterol? Or fewer cardiovascular events?
1001832926231781383	l10025	@16BitSpit @PUSHA_T It actually has but what dp you expect when all we have now are codeine sipping mumble rappers
1001863275972358151	l10026	I would like to thank Adderall for making it possible for me to function on my least functional days
1001882100742672384	l10027	@joshcomers since dog died been blaming lipitor on any passed gas
1001894604860370947	l10028	@TheRickWilson Sometimes it's tough to separate the Russian bots from the Oxycontin Trumpers.
1001908476715642886	l10029	@billyeichner You joke, but there's a class action lawsuit about abilify causing compulsive gambling Side effects can get weird
1001917660484046855	l10030	@erinsaysytho @BdIdeaFairy Y'all I take Ambien AND trazadone and like several other things AND YET
1001917818378612742	l10031	"@grannyannie_p @CANNiLIVE ""This test compared CBD with both aspirin and tramadol. Aspirin had a moderate effect on tissue swelling, while tramadol had little effect. The full spectrum CBD prevented swelling of the mice paw to a greater extent than either commercial drug"""
1001919971834908672	l10032	@nytimes Bc drug Co r soo honest about side effects.. Lipitor=T2 diabetes..
1002001830170255367	l10033	@normative On the other hand, we have these regulations because of *literal* snake oil. And thalidomide.
1002106164946046976	l10034	@vT_Features Oh doesn�t it just. It�s been a really rough week if I�m honest, where I�ve been ill I haven�t been keeping my tablets down I�ve been having withdrawals on top. I�ve managed to not sweat off my morphine patch at least last night ?? x
1002213253072740355	l10035	Watching Murder She Wrote Jessica: Phenobarbital in MY chowder?! Me: IT'S MORE COMMON THAN YOU THINK -cue stupid laughing-
1002316404618682375	l10036	@AnthonyCumiacm Boniva made her tweet that
1002362072829743109	l10037	@aphillester I've only heard it on the radio once but it was the album version with nicotine, heroin, morphine so yay 👌
1002494642087186433	l10038	Morrissey methadone heartbreak haiku Old man Stroke limp angel smile saintly struggling past the methadone giggle queue
1002497806538592256	l10039	What better way to get to the airport than hungover and chasing adderall with vodka out of a water bottle
1002537428664684544	l10040	Diazepam, Prozac &amp; sleep! #Makeitstop #Thoughts
1002559146275819520	l10041	@awesomeohwow5 @LuDaGoon Lmao I seen a video where someone took morphine then food this ?????? they're not okay at all
1002644660420947973	l10042	Listening to #EMRAP this month on mixing loperamide  cimetidine to get more of a “methadone” effect makes me question why opioid addicts are so much better at chemistry than me.
1002723188369862656	l10043	If taking Ambien causes racist thoughts as a side effect then taking Adderall should cause random acts of kindness.
1002806903712436224	l10044	I just poured codeine in my cranberry apple juice  ??
1002864907505864704	l10045	@fryuppolice Lipitor
1002882574946066432	l10046	Family Safety: Black Cohosh this June? It can interact with #Atorvastatin / #Lipitor and other drugs. Chat with your #MD!
1002918428846542853	l10047	@alinsite @LesliePease1 @ravensspirit68 Bupe as buprenex-morphine  it's same thing as Suboxone And it's not a pain-med  it's for addict's . Stop killing ppl with chronic pain disabilities Veterans senior citizens and anybody else addict's got to be helped but not at the  expense of ppl with chronic pain disabilities.
1002968874839691268	l10048	@GetterOfficial Stop poping Xanax kids
1002983211218145281	l10049	RT @LS_Nutrition: Black Cohosh this June? It can interact with interact with #Atorvastatin / #Lipitor. Chat with your #MD!
1003082138562879488	l10050	"Maybe it's the wrecking ball Maybe it's the adderall rush Maybe it's just that I needed to feel I was needed after all"""
1003153345509457927	l10051	Strattera has me wide awake every night 👀🙄
1003185756553334785	l10052	Wanna stop catching feelings? Get prescribed 150 mg Effexor!!!! No desire for romance, or even interaction with humans if it doesn�t include getting paid to do so (example: you�re a bartender so you have to make conversation)
1003294822143148036	l10053	Guys i have not been sleeping and on seroquel that is an amazing feat let me tell you
1003312013387489282	l10054	@CaseyBoyCasey just listened to the podcast about how your feet hurt in the morning. I had that too. Turns out it was my cholesterol medication- Lipitor. Switched to crestor and it went away. Just sayin�.
1003356067068170241	l10055	Just saw a CRIMINAL ACT; a TV AD FOR THE DRUG ATORVASTATIN; generic for Lipitor. THAT S**T IS POISON; IT CAUSES TYPE 2 DIABETES; DISSOLVES TENDONS FOR WHICH THERE IS NO REPAIR; CAUSES OTHER PROBLEMS TOO; SUPPOSED TO BE FOR HIGH CHOLERSTEROL; WHICH IS A DIET EXERCISE ISSUE. POISON
1003413227949215746	l10056	I�m nauseous 24/7 and coming off that morphine isn�t making it better ??
1003466561166987269	l10057	@WilliamAder @Ms_G_Renee Sorry about the gas, I�m on Crestor????
1003481002998714368	l10058	@fvlax Tramadol and Icy Hot for me
1003517170192658432	l10059	Why you gotta do me like that?'Cause I got face tats and my boots black I don't wanna go to school, I'on like that Everybody think I'm cool, I'on like that Codeine by the pool while I write raps Spend money like a fool, I'ma make it back
1003532548452913156	l10060	percocet and codeine pls don�t take my life
1003619890010492929	l10061	@TroKalayjian Thanx I am gonna n 10mg Lipitor generic tried 5mg Crestor but cramped a lot.  Also taking 2000mg niacin daily labs are rocking good hdl near 75
1003644192420220931	l10062	@LesliePease1 @Mike_inpain @Shasta77777 That is why I stopped it. A compassionate neuropsychiatrist took me off it in 96 and switched me to MS Contin, 30 mg 4x daily. Those days are over. My psychiatrist is afraid to write a scrip for flexeril even tho the Effexor he just dosed up has a side effect of headaches
1003664712763150340	l10063	�Codeine crazy� is still the most beautiful trap song to ever grace the land
1003769279810973696	l10064	@jsmnrn for some reason that doesn't help much maybe cuz she used to take it for so long  must have built a tolerance or something! have u tried lyrica?
1004010211236106240	l10065	No more metphormin and lipitor so no more pre-diabetes and my cholesterol is 89 Which is too low, so off lipitor All from Fasting &amp; The Keto Diet
1004046717958832131	l10066	@mythousandfaces @kel_mcgee @stillgray Dafuq? She got a bit repetitive when she was on the amphetamines but she was never incoherent or dishonest.
1004104454679875584	l10067	@FLOTUS @WhiteHouseHstry If the opiate addiction is so important I am someone that is seeing it take over are country I'm in the mist of it all and I would like to get involved ###its sad and people need help the f doctors give meds people get on methadone and it's just as worst
1004106020438855681	l10068	@iamsqueeisback The metformin was partially my idea. Trying to look for drugs that can help with beetus and possibly help with heart disease. Instead of Crestor. Which would improve my slightly high (127) LDL at the cost of a lot of insulin resistance.
1004147158432534534	l10069	I just had the best nap of my life. Thank you, Valium.
1004203744848904193	l10070	I can't sleep &amp; am reading about other people's experience with going off cymbalta. Withdrawal symptoms can last 4-6 weeks.
1004217522021859328	l10071	found Xanax and it's makin' me fall in love. I found codeine and it's flowin' through my blood ain't no shame, there ain't no shame.
1004342572905574400	l10072	@ohhoe They give you a shitload of Valium! You will not give a fuuuuuck about your eyeballs, I promise
1004438093305434119	l10073	Update on Betty. She�s been started on phenobarbital to see if it can help the seizures. She�s still pacing and whining. Which could not be a good sign. We�re hoping she�ll calm down soon. So please keep Jon�s fur baby in your prayers??
1004451935980785667	l10074	Codeine banned. Now Shisha Banned. Tramadol def next. When will unemployment and poverty be banned though? ??????
1004526613726482436	l10075	@cerxii if my codeine didn't have Tylenol and I wasn't worried about having too much Tylenol with my liver I'd be having more ?? damn I didn't realize mono hurt that bad
1004532758977409025	l10076	@TheNiktionary Thanks Nikki.  I'm hoping the gabapentin helps.  Should be an interesting 2 weeks based on the last few hours!  lol.
1004563645538369541	l10077	Who has adderall?
1004688695449063425	l10078	DID U SAY ADDERALL
1004726674615885824	l10079	Tramadol kicking in :)
1004811840570974208	l10080	I started taking Crestor and after about a week, I developed a severe case of the &amp;quot;galloping collywobbles&amp;quot; (let's just say, it was in everyone's best interest that I stay close to a bathroom!) I also started having pain in my hands (left hand...
1004859676754894851	l10081	You got no chill what has guru done to deceive this awww say no to tramadol ???????? @thenanaaba too bad lol
1004866995123314688	l10082	@ProducerKen Did you order a Lipitor chaser?
1004889033200295941	l10083	@xxxIvyRosexxx @ThomasKlineMD I had two drs that I see try to talk me into suboxone. 1) Medicaid wouldn�t pay 2) Just effing. No.
1004937838075498496	l10084	Okay I�m over this pain and the morphine is doing nothing at this point. Someone take this gallbladder out NOWWWWWW
1004967639049895936	l10085	@SplitDboxing @MonteroOnBoxing *writes down Atenolol and Lipitor*
1005070412298924032	l10086	@t_mcallister @KristiCCoulter I like this character, but he should clearly be on Lipitor
1005108316492746752	l10087	@FoxNews @RevJJackson @POTUS @Eagles @IngrahamAngle that man is all messed up. How on earth did Laura understand what he was saying? Anyone want a Xanax?
1005149302451154944	l10088	"Im playing Cards Against Humanity with my nieces and Bobbie just said ""I need adderall"" SHES 10 ????"
1005174785318555648	l10089	Partly post autism dx processing slump, but also reluctantly having to acknowledge mood is definitely suffering from reducing quetiapine a month ago ??
1005198711780184066	l10090	"@DietHeartNews When I questioned cardiologist about my raised AST/ALT labs after she put me on Lipitor she said: ""Jim, you're going to die of heart disease, not lover disease"" WTF?"
1005214494426124295	l10091	@WhiteHouse @VP Opiates should be used in lowest dosage- after first line of medications- naproxen is used to treat inflammation response unless in surgery when both is needed. Any demand from opiates should be given suboxone and a clinic.
1006200782449008643	l10092	@Mediaite @colbyhall I got off of Chantix because of depression.
1006272571736805382	l10093	@BenjaminBoone1 Maybe for you, maybe for me, but not for everyone. Sometimes Prozac can be a life saver.
1006337837065736193	l10094	The Lipitor in Singapore --Ha !!
1006342315349176320	l10095	@FlokiUSA Lipitor in Singapore Summit
1006608804346294275	l10096	@kalataylor_ make sure the dj plays codeine crazy at my funeral
1006724020291670017	l10097	@FairviewHealth @WCCO Umm topiramate, propranolol, valproic acid have been around for years. Pushing the new drug aimovig are we?
1006774921316519938	l10098	i know xanax can truly help some people, like with anxiety especially but damn people really be using it to do stupid shit &amp; are putting their lives &amp; others in severe danger and they don�t give one fuck at all. trash.
1006931388338237440	l10099	@GhassanHasbani ??? ? ? ??? ???????????? lipitor ???????? ??? ?� ? ?????? ??? ??$. ?? ???? ????? ???? ??????? ?
1007065366764240898	l10100	@RogueWolf2001 @Jmkilingnyc @pteet1 @StarvinLarry @BlogLiberally @HilaryKimMorden @WriterMera @LGiles1017 @OutofTouchwPeop @DeeEscalante @noiduriamo @mlvanbrit @shelley_bean60 @AKolostomyBag @CeeLee_K @03_jensen @strife_moribund @laurencsho @Deede55Dee @alinsite @Elianok10 @Bustn_Airs @TommyBigFin @DaveH_RPh @Shasta77777 @mimisooner @WeAreUnited22 @process_x @CarolGr00119480 @KRansonArtist @LadybelleFiske @Alicia_C_ @PainPtFightBack @LelenaPeacock @NicoleInPain @DrNickels @browndotflop @MarilynKennedy2 @lezli_payne @michelleziemba @cheryl_marlin @Peccavi_ultum @AnonyKatt @alteredworlds @ChrisEllington5 @guinea_wrangler @trinasmom49 @djsjrb @tanglednwire @ClubDie I was told by a pharmacist that codeine cough syrup does not require a prescription.  However, none will give it to you without a Rx
1007190190090223617	l10101	@CarnivoreKeto My journey took me from LCHF, thanks @ProfTimNoakes to keto, thanks @DietDoctor1 @drjasonfung to carnivore. GP insisted I'll be ill without veggies.I eliminated everything that made me feel bloated(veggies) tired(carbs)sad(low fat)aching(Crestor for cholesterol)??????????-??fast.
1007297554168545280	l10102	@ghoulsglow I take Effexor and wellbutrin for depression and anxiety and smoking has in no way inhibited the effects of my medication. If anything it has helped tremendously in addition to my medication
1007324463371874304	l10103	@SGottliebFDA Baloney. Suboxone is very addicting and changes our bodies for the worse. There's better things for that. #KeepKratomLegal
1007335483406462976	l10104	@DaveKeto @vincentninja68 @TuitNutrition @puddleg Yeah, my coworker competes in Tae Kwon Do tournaments and since starting Lipitor she's really struggling with her training. She's aware of my keto journey and has a lot of questions - which is good.  She's already cut back on her sugar intake as a first step.
1007386291560943622	l10105	@AlexandCohen @emergVictorious @louisanamom @Jwjacobs817Jeff @minxy99 @WeAreUnited22 @rhlwp @jglakecity12 @ShoppPaul @fightpaindaily @shelley_bean60 @pteet1 @AuntTritsy @notyours_2 @BlogLiberally @RogueWolf2001 @CarolynColson @Elianok10 @mlvanbrit @Peccavi_ultum @HilaryKimMorden @1959smith715 @Dannie48102740 @SickSicklySher @guinea_wrangler @Jmkilingnyc @StopBadDocs @Annelia116 @ThomasKlineMD @DaniScotchIrish @StarvinLarry @phoenxrisin2 @WriterMera @lezli_payne @michelleziemba @cheryl_marlin @KRansonArtist @AnonyKatt @alteredworlds @ChrisEllington5 @PainPtFightBack @LelenaPeacock @trinasmom49 @AKolostomyBag @djsjrb @tanglednwire @ClubDie @Shasta77777 @DrNickels @US_FDA Haze or dayz? I was nvr in a haze. Even @ my highest dose I had 2 Daughters to raise as a single dad, &amp; finally syopped working when my Hep C bc active.VA rec against taking the old cure. Lousy success rate. Harvoni made me free of that &amp; was walking 2 mi daily until taper #1.
1007408402304241664	l10106	feeling really low rn. took 2 more valium. not counting it as self medicating because i�m prescribed a certain max dosage per day and i�ve only just reached it, and i feel like its necessary to prevent this escalating to a proper breakdown
1007424982639697921	l10107	I feel like a crackhead asking my mom for my old adderall prescription but I really wanna deep clean my room??
1007459063247106048	l10108	It�s gonna be a Xanax type of night
1008090431517847558	l10109	@Schofe Disgraceful when real drug addicts not only get methadone free but are usually still on drugs this oil has so many uses it should be legalised for people who find it helpful
1008149151698300928	l10110	"""I lived like a goddamned Ninja Turtle. I didn't drink water the entire time. I lived on cigarettes and alcohol and Adderall.College was like a 4-year game show called Do My Friends Hate Me or Do I Just Need to Go to Sleep?"""
1008192158032154625	l10111	Ladies it’s 15 years from now, you wake up and take a Xanax, you married rich, you’re going to Nordstrom on a Monday morning to swipe his credit card. Life is good.
1008210273327558657	l10112	�Nother thirty thousand in my fit Codeine all in my piss I don't take drugs no more Baby mama trippin' 'bout a bitch I'm just tryna take care my kid�
1008327241669881858	l10113	@maman1965 Lipitor kang
1008506523281182725	l10114	PASSED OUT FROM THE YUENGLING &amp; THE XANAX. NOW ITS ROUND 2 W/ THIS BOTTLE OF WINE .
1008729875967021057	l10115	@michaelbsacks Jefferson ran a totalitarian work camp full of rape and murder, and dear President Lipitor is working to catch up.
1008735635350392837	l10116	Been taking adderall 💊mixing it with lean 🍼, hope ion wake up out my sleep SO MANY PROBLEMS 💯
1008776402710118400	l10117	@_gizmo_uk Try chewing Nicorette gum.  It tastes terrible.  That might help your gum addiction.
1008784215511633921	l10118	Hey #Mueller drop us a crumb, ANYTHING to act as mental Xanax as it�s only Monday.
1009059673742495745	l10119	@VincentRK @mtmdphd @GlopesMd @DrAnasYounes @NorthTxMSG I specifically didn�t know about Lipitor,but I did know that Walmart sells medications much cheaper especially for pets.  When I am prescribed something for my dog I go straight to Walmart if it is not a animal only medication.
1009081301876527111	l10120	Going through extreme gabapentin withdrawal 😩😩😩 kill me this is horrible (similar to opioid withdrawal)
1009106393889198082	l10121	@newtgingrich @WSJ Your idea of health is a glass of Chardonnay and a Lipitor before bed.
1009148921212559361	l10122	Spent my last on codeine I was dumb as fuc
1009156906181591043	l10123	@YatzenFlatzen @3ManFront That reminds me I need to get my Lipitor prescription filled
1009175691731103748	l10124	@xDRichxD No fake people like you aren�t my morphine
1009244411878887424	l10125	Today is brought to you by the letter X, for Xanax.
1009297339964690432	l10126	I’ll be tired ALL DAY and when I try to go to bed I can NEVER sleep like this shit sucks ass I’m always tired and just running on adderall now.
1009369248647401473	l10127	"Psychiatry has a ""solution"" to every problem: Dope. numb. talk.  Zoloft. Prozac. Ritalin. Xanax."
1009413999065092098	l10128	@laureningram After the one that turned me into a zombie, then the one that tried to kill my liver very quickly, I was given Keppra. Was like being given my life back!
1009462191307698176	l10129	Mother is the name for God on the lips and hearts of all children. Do you understand? Morphine is bad for you. Your daughter is out there on the streets waiting for you.
1009511291646631941	l10130	@edjohnson7 I just took another Xanax. I see how wars start - I have SO much rage
1009560012836962307	l10131	Statins weren�t a �free ride�. Atorvastatin caused an ALT level of 1538! The NNT info along with the work of  @DrAseemMalhotra @malcolmken   @zoeharcombe gave me a balanced view whilst  my GP showed no interest in my LCHF Med diet &amp; only looked at my TC fig - not even my ratios! https://t.co/iKthwVosIl
1009625926571704321	l10132	@PapaESoCo One child was prescribed 10 different shots &amp; pills including  antipsychotic drugs Latuda, Geodon and Olanzapine,  Parkinson�s medication Benztropin,  seizure medications Clonazepam &amp; Divalproex,  nerve pain medication &amp; antidepressant Duloxetine, &amp;  cognition enhancer Guanfacine
1009629028234485766	l10133	@domenictiso4 @bunnymerlin69 @ItsGonnaGoForIt @philosoph_goat @quendonian @EmilyGoth2 @RevSteLilimborn @Ah_Science @gannebraemorr @KittenKoder @MontlakeMan @Troy_J_E @Lead1225 @religulous @weismonger_judy @RJDownard @BjarteBjorkum @StandBackUp2 @skepticgeorge @AtlanticCanuck @Wintersfall @HallowedSilence @TNSkerFan @AtheistBigfoot @juggergrimm @Scairp114 @alan244g @Organics4Free @danielbsmith @YvesThevenot @_SirusTheVirus @zachfromkansas @YaqeenREINIE @natesims07 @phyzayo @WSleeves @Dave_was_here @1999Mcm11 @TrevorTickner @AdvanceHumanism @Brain_Force_02 @DeityFree I've taken Risperdal.  It's boring.  I don't even understand why it's given to autistic people.  It flattens them out even more.
1009645781605740551	l10134	@glangendorf01 @Zistar01 @AltUSPressSec Geodon (ziprasidone HCl and ziprasidone mesylate) is an atypical antipsychotic used to treat symptoms of schizophrenia and acute manic or mixed episodes associated with bipolar disorder. Geodon also can be used as maintenance treatment of bipolar disorder when added to lithium
1009653395660173317	l10135	It’s Doug Methadone owner of the Dimmsdale Methadome
1009671833753300994	l10136	@kathygriffin Your TDS is becoming tedious, try a Xanax or something you putrid scum.
1009704372157210624	l10137	seeing ''top 5 rappers'' tweets filled with all these shit new gang gang sipping lean xanax rappers smh
1009851794988544001	l10138	Haven�t been to sleep since 6:30am yesterday. I think im going codeine crazy
1009929195512791046	l10139	@human_ken_doll @Scxtt____ Xanax is an American benzo and it�s not available in the UK. But it seems you�re very familiar with them.
1009955489789235206	l10140	Had lunch recently with one of my favorite peeps from @VTCORRECTIONS. I have to say they are working really hard to get ready for expanded access to drug treatment medications like buprenorphine in #VT correctional facilities starting July 1. I am impressed and so grateful. ??
1010034039430868992	l10141	Today was particularly bad for my stomach. I've been feeling sick most of the day. I have IBS from anxiety and insomnia and I need something to help me. Xanax has worked for me but that doesn't seem to be an option.
1010165126174003201	l10142	@amyklobuchar @ChuckGrassley Yep, Pfizer/Lipitor a great example.
1010248558035886080	l10143	@Jeremy_Baker You want atorvastatin or rosuvastatin or simvastatin with that?
1010608754482667522	l10144	So i take it you're not coming to my spiderman/xanax themed surprise birthday party huh
1010689838994116614	l10145	"got these bitches booted off the molly, doll next week its adderall, i cant walk around in malls"""
1010813708342308864	l10146	Lipitor increases the pain for people with #CRPS. Crestor is more appropriate. So a huge mistake could have caused more needless pain because of lack of knowledge. It's estimated that US Dr's are 15 yrs behind other Dr's.  How many
1010961542630830080	l10147	Heading to BJ's to stock up on Miralax, for #Curveball
1010983070919356418	l10148	"This is not a matter of religious freedom. It's a matter of the health and safety of a patient. Where does the line get drawn? ""Sorry, I can't fill this prescription for Lipitor because I believe statins are the Devil's work."""
1011078658470170630	l10149	@thehowie @maggieNYT Ravings of a lunatic. Take a Xanax and quit gaslighting the country with claims of �fascism� rising
1011350030777769989	l10150	@haydendent sorry about your loss dude but don’t take xanax to mask what you feel. talk to your friends near you and be with them in your time of need the xanax won’t help
1011356096034992129	l10151	$275 copay for crestor non formulary on patients plan and i keep telling patient to utilize proper diet to control cholesterol smh. if u don�t take charge of ur diet and health, Big Pharma will show u how lol
1011369078399922181	l10152	Took my Adderall (a stimulant) along with a fat burner (a stimulant) this morning. Didn't think that one through. It's been 8 hours &amp; I think my heart is STILL trying to explode. I now know what's like to be a Durantula on street meth. Never again.
1011387030218174464	l10153	@McDonalds killing it with this bacon smokehouse burger. Can�t go wrong with two layers of bacon. They should probably slip in a layer of Lipitor, too, just to be safe.
1011891362000703491	l10154	@accordingtoJonD Looks like he picked the wrong day to give up amphetamines.
1012025278149922816	l10155	Like, if you bothered to actually read my file, you would see the recommendations from all the other doctors that I hardly take it, if at all. Like don't be a bitch to me. Just refill my Prozac so I can get the fuck out of here.
1012034036984958979	l10156	@Jade1990cooper @MEAssociation I was on Amitryptiline for nerve pain at nights, found it worked very well! Didn't put on weight with it but did get an awful dry mouth in the mornings and it took me ages to come around. Now on Gabapentin, which I'm getting in loads better with.
1012084468461469700	l10157	@CANNiLIVE @_IAmCannabis @_jena4n @cannaworldsite @NorCalStoner420 @Norstackk @Hippie_of_Love @Raymosaki @ArmyOfPotheads @EmeraldZoo @realmedicineMI Same way I have since 2010 when they gave me a script of Zofran when I was pregnant. No scripts the side effects terrified me. But wasn't bright enough to start blazing again till 2015
1012171154721726465	l10158	Just went to pay for a coffee with packet of tramadol .. all this sushi is effecting my brain
1012278902104846337	l10159	phocomelia?n. ?????? Thousands of babies were born with phocomelia because of a side effect of the medicine called thalidomide.
1012292389950521349	l10160	Dear @BrianLVickers, I've joined your party and am now a member of the Xarelto club. Some smell about AFib and having to go to the hospital for 24 hour observation. I couldn't burp without them knowing. I didn't even try to pick my nose!! BP 206/109 and HR was 145. No symptoms!??
1012327020771139584	l10161	"@Sustainna AH that's tylenol with codeine. It's an opioid so if you've never had it before, it will possibly knock you on your ass, but it's a REALLY mild one. Yay, pain relief! And damn, that IS a steal. I dunno how much mine cost. Enough that I made them give me the tooth back after."""
1012569192325758976	l10162	@_JMZF Xanax
1012599580641386496	l10163	@_glitzerfotze_ I relate so much. Try to give him sum amphetamines the effects are interesting
1012704145076129794	l10164	"@WIRED Have the scienticians figured out a cure for pain thats non-addictive? I see a cool yet manageable ""subscription"" to oxycodone in my future. Opiates are better than family and friends, and about equal to cats."
1012817431641952263	l10165	@lexandlani Same girl. My daddy was riding around looking for some peaches and plums to help me booboo lmao still didn�t help. Only thing that helped was miralax.
1012906272780443655	l10166	popping adderall so i can stay up??
1012955597296136192	l10167	Hi, Lozartan Hi, Allopurinol Hi, Catapres Hi, Rosuvastatin Hi, Fish Oil Balik loob talaga sa gamutan #HBprobs
1012966485851951105	l10168	my self care routine consists on me taking a xanax and falling asleep to bob ross
1013109839709589505	l10169	@validatingyou found some xanax in my bed I took that shit went back to sleep
1013235603457101825	l10170	A local  offered me a sip of his methadone but i said no
1013238764682874881	l10171	@RonaldLiu3 Previously all cholesterol meds got approved based on cholesterol reduction which was surrogate marker. Lipitor later proved with CVOT benefit but Zetia and simvastatin failed. That lipid reduction is not good enough marker anymore.  ESPR has to show CVOT outcome to get approved.
1013405989608017921	l10172	@sariel2005 @Tuffa_the_track @allisonpearson @ClarkeMicah Vicodin and OxyContin I heartily agree with you Daniil as they�ve become the biggest drug problem in the USA. They are more euphoric than heroin, cause less desire to puke and are being pushed like dealers push smack. Opiates should ONLY be prescribed for short term use.
1013614311917346816	l10173	"Perjalanan napak tilas yg full cholesterol 🤣 Mantappoooo! Lipitor mana lipitoooor! 😍"""
1013628743359836163	l10174	@Cbedford0315 @SharpePotter @DanLairdMD @ZachWritesStuff Having been a patient both before &amp; after the changes in practice is so weird. In 1987, I had 4 impacted wisdom teeth removed and was prescribed post-op liquid Demerol. These days that doesn�t happen and would be equal to  �yeah, my PCP gave me laudanum for menstrual cramps.�
1013631907236646917	l10175	@othisouto @_lusiabo Sprite and codein
1013769367161659392	l10176	RT @LS_Nutrition: Remind patients this July: Black Cohosh can interact with #Atorvastatin / #Lipitor and other drugs.
1013814293777846273	l10177	Mixin' codeine with alcohol Poppin' the beans with Adderall
1013942293123026946	l10178	@Bri_Prater a perfect Adderall for me
1013954728429064192	l10179	@deblee10_c it is a generic for Lipitor.
1014145545135378432	l10180	@NevilleD35 Good luck! I always fall asleep during my yearly MRI and get yelled at. What do they expect between the elevator music, valium, and scheduling me at 1:00 am.
1014145649707798530	l10181	BUSCO URGENTE - ISOSORBIDE O ISORDIL 5MG sublingual - ASTORVASTATINA O LIPITOR 80MG O 40MG - ISMO O MONOMACK TAB 20MG- CARVEDILOL O DILATREND TAB  6,25MG COMPRO O CAMBIO, ES PARA UNA PERSONA DE BAJOS RECURSOS#SOSVenezuela #buscandomedicinas @medicinasVE
1014402354991558658	l10182	One girl at work is weird like she�s not but like Idk.  Tone changes randomly and goes into almost happy moods then again it was the day before a break so ppl get excited over fireworks and stuff I guess. I dunno. Maybe I�ll take an adderall be geeked for Thursday.
1014412682513002496	l10183	A 75 y/o pt. PMH: HF, AF, s/p MVR, DM, CKD, Liver Cirrhosis, and esophageal varices. She�s on multiple medications where Esomeprazole 40mg PO OD and Clopidogrel are of them. What�s your recommendation?
1014523130113613831	l10184	@elizabethforma Women will be just fine, the president already said gay marriage is settled law, and we all have civil rights. Take a Xanax nana.
1014596031458234371	l10185	@musicalcure @grasshoppr93 I was just going to suggest that too. Or xanax.  I am on Twitter late at night and sometimes if I’m getting sleepy shit happens. Lol
1014601374192095232	l10186	@whauzen @Ducky8abug @x__ricardo @heysandis The tidy little lady is now in jail under a million dollar bond, w/ 17 felony charges, including (among others) kidnapping, pistol whipping, grand larceny and production of methamphetamine. 😬
